OWNERSHIP_TYPE,BUILDING_USE,LEASED,AGENCY,OWNERNAME,OWNERNAME2,ASSESSMENT,TAX_RATE,ANNUAL_TAX,RES,CONDO_LOT,LOT_SF,BOOK,PAGE,CONDO_REGIME,CONDO_BOOK,CONDO_PAGE,COMMENT_,PART_LOT,WARD,ANC,COMMENCE,EXPIRATION,LEASE,x,y
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3706420,0.85,0,,N,15498,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3329470,0.85,0,,N,15498,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1853210,0.85,0,,N,7791,137,137,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,OPEN SPACE / VACANT LAND,N,DDOT,UNITED STATES OF AMERICA,,2866420,1.65,0,0219,N,22629,137,85,,,,RESERVATION 0219.  TRANSFER OF JURISDICTION (TOJ) FOR HIGHWAYS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1942190,0.85,0,,N,8155,137,138,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1853210,0.85,0,,N,8652,137,138,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1664740,0.85,0,,N,8132,137,138,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4941910,0.85,0,,N,20091,137,138,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4439300,0.85,0,,N,19694,137,138,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,6716680,1.77,0,0712,N,50286,158,50,,,,LANSBURGH PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3088680,0.85,0,,N,12473,137,139,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2162090,0.85,0,,N,9676,137,139,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1853210,0.85,0,,N,8685,137,139,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4941910,0.85,0,,N,20670,138,91,,,,GREENLEAF GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,POLICE STATION,N,MPD,DISTRICT OF COLUMBIA,,15010960,1.89,0,,N,88644,3544,B,,,,1ST DISTRICT STATION (BOWEN),N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,32294750,0.85,0,,N,64821,137,140,,,,GREENLEAF ADDITION,N,6,ANC 6D,,,N,,
PUBLIC,RECREATION CENTER / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,33451580,1.89,0,"006P,0293",N,106694,158,11,,,,KING GREENLEAF RECREATION CENTER / SPRAY PARK.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,4132230,0.85,0,,N,15748,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,4209760,0.85,0,,N,15891,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,2671100,0.85,0,,N,10775,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,2152460,0.85,0,,N,8721,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,1792190,1.65,0,,N,4038,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2808080,0.85,0,,N,9893,138,31,,,,SYPHAX GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3433800,0.85,0,,N,13143,138,31,,,,SYPHAX GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2148270,0.85,0,,N,8751,138,31,,,,SYPHAX GARDENS,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,12792300,0.85,0,,N,43481,138,31,,,,SYPHAX GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,OFFICE,N,DMPED,DISTRICT OF COLUMBIA,,45251170,1.89,0,,N,50944,206,151,,,,M.M. WASH CAREER CENTER,N,5,ANC 5E,,,N,,
PUBLIC,CHARTER SCHOOL,Y,PCSB,DISTRICT OF COLUMBIA,,40787480,1.89,0,,N,42395,208,17,,,,MUNDO VERDE BILINGUAL PUBLIC CHARTER,N,5,ANC 5E,1/13/2014,,TRIPLE NET,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,52126420,0.85,0,,N,105873,150,157,,,,SIBLEY PLAZA.  MULTIPLE ADDRESSES,N,6,ANC 6E,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED / DHCD,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,10343080,0.85,0,,N,46200,154,61,,,,NORTHWEST ONE:  MULTIPLE ADDRESSES  MULTIPLE AGENCIES.,N,6,ANC 6E,,,N,,
PUBLIC,SENIOR WELLNESS,Y,DCOA,DISTRICT OF COLUMBIA,,34475070,1.89,0,,N,49441,154,149,,,,"JOHNSON NURSING CENTER.  VMT LONG TERM CARE MANAGEMENT, INC.  901 First Street NW LLC",N,6,ANC 6E,12/13/2010,1/30/2031,TRIPLE NET / LEASE,,
PUBLIC,DEVELOPMENT SITE,Y,DGS,DISTRICT OF COLUMBIA,,131280550,0.85,817891.6,,N,51413,3857,Y,,,,WALMART,N,6,ANC 6E,12/30/1990,12/29/2089,GROSS,,
PUBLIC,US GOVERNMENT OFFICE,N,DMPED,UNITED STATES OF AMERICA,,593750,1.65,0,,N,,B,97,,,,FORMER US GOVERNMENT PUBLISHING OFFICE & FEDERAL DEPOSITORY LIBRARY PROGRAM,N,6,ANC 6E,,,N,,
PUBLIC,DEVELOPMENT SITE,N,DMPED,UNITED STATES OF AMERICA,,2973050,1.65,0,,N,8412,3384,H,,,,FORMER US GOVERNMENT PUBLISHING OFFICE & FEDERAL DEPOSITORY LIBRARY PROGRAM PARKING LOT / MIXED-USE DEVELOPMENT,N,6,ANC 6E,,,N,,
PUBLIC,SHELTER,Y,DHS,DISTRICT OF COLUMBIA,,23005340,1.89,0,,N,12693,206,151,,,,GALES HOUSING FOR WOMEN.  The Central Union Mission,N,6,ANC 6E,8/23/2011,8/30/2051,TRIPLE NET / LEASE,,
PUBLIC,OFFICE,N,DCFEMS,DISTRICT OF COLUMBIA,,9180780,1.77,0,,N,7198,3604,Z,,,,MAINTENANCE FACILITY #2,N,6,ANC 6E,,,N,,
PUBLIC,FIRE STATION / ANTENNA,Y,DCFEMS,DISTRICT OF COLUMBIA,,8335630,1.77,0,,N,6618,3604,Z,,,,ENGINE 3 FIRE STATION.  ANNTENNA.  New Cingular Wireless PCS LLC,N,6,ANC 6E,6/15/2022,3/31/2035,GROSS / N/A,,
PUBLIC,SPECIAL USE,N,DGS,DISTRICT OF COLUMBIA,,10655740,1.89,0,,N,43646,3551,B,,,,STREET ROW,N,6,ANC 6D,,,N,,
PUBLIC,SPECIAL USE,N,DDOT,DISTRICT OF COLUMBIA,,43502070,1.89,0,006F,N,52305,3529,T,,,,STREET ROW,N,6,ANC 6D,,,N,,
PUBLIC,RECREATION CENTER,N,DPR,DISTRICT OF COLUMBIA,,2521660,1.65,0,0484,N,6571,3394,C,,,,RANDALL RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) TO THE DISTRICT OF COLUMBIA,N,6,ANC 6D,,,N,,
PUBLIC,POOL / SPRAY PARK,N,DPR,UNITED STATES OF AMERICA,,32355210,1.89,0,0484,N,137322,158,11,,,,RANDALL.  TRANSFER OF JURISDICTION (TOJ) FOSET 2008 DOCUMENTATION.  ROW NOT INCLUDED,N,6,ANC 6D,,,N,,
PUBLIC,OFFICE,N,DMV,UNITED STATES OF AMERICA,,6532120,1.77,0,006N,N,19144,138,75,,,,INSPECTION STATION.  TRANSFER OF JURISDICTION (TOJ) FOR MUNICIPAL PURPOSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4248370,0.85,0,,N,18903,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4767460,0.85,0,,N,21599,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4680240,0.85,0,,N,21146,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4045840,0.85,0,,N,17852,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2730400,0.85,0,,N,12676,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2357730,0.85,0,,N,,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,3699030,0.85,0,,N,16370,3506,N,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,UNITED STATES OF AMERICA,,4130970,0.85,0,,N,18705,3506,N,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,23539100,1.89,0,,N,40659,138,138,,,,ENGINE 7 FIRE STATION,N,6,ANC 6D,,,N,,
PUBLIC,OFFICE / ANTENNA,M,DMV,DISTRICT OF COLUMBIA,,37671390,1.89,0,"006O,0292",N,48888,138,75,,,,"DMV HEADQUARTERS / CELLCO ANTENNA.  TRANSFER OF JURISDICTION (TOJ) TO THE DISTRICT.  New Cingular Wireless PCS, LLC Commence = 6/2/2021, Expiration = 6/1/2031; Cellco Partnership d/b/a Verizon Wireless Commence = 7/1/2020, Expiration = 5/6/2024",N,6,ANC 6D,6/30/2020,5/31/2031,LEASE / LICENSE,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4170510,0.85,0,,N,19932,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2929740,0.85,0,,N,13763,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3460430,1.65,0,,N,14778,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2168610,0.85,0,,N,8222,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1725580,0.85,0,,N,7278,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1903520,0.85,0,,N,8188,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1903520,0.85,0,,N,8188,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,3444160,0.85,0,,N,15066,117,29,,,,JAMES CREEK DWELLINGS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7082770,0.85,0,,N,33117,138,31,,,,SYPHAX GARDENS.  MULTIPLE ADDRESSES,N,6,ANC 6D,,,N,,
PUBLIC,STADIUM / SPECIAL EVENTS,Y,DGS,DISTRICT OF COLUMBIA,,468002990,1.89,0,0244,N,491231,211,158,,,,AUDI FIELD:  DC UNITED SOCCER STADIUM.  DC Stadium LLC,N,6,ANC 6D,7/1/2015,12/30/2048,TRIPLE NET / LEASE,,
PUBLIC,DEVELOPMENT SITE,N,DGS,DISTRICT OF COLUMBIA,,33895820,1.89,0,,N,42252,159,34,,,,PARKING LOT.  MIXED-USE DEVELOPMENT,N,6,ANC 6C,,,N,,
PUBLIC,OFFICE,N,DCHA,DISTRICT OF COLUMBA HOUSING AUTHORITY,,31761240,1.89,226647.48,,N,34572,3892,T,,,,DISTRICT OF COLUMBIA HOUSING AUTHORITY HEADQUARTERS,N,6,ANC 6E,,,N,,
PUBLIC,WAREHOUSE,N,DBH,DISTRICT OF COLUMBIA,,18990520,1.89,0,,N,24000,3597,Y,,,,"DBH PHARMACY, DC MENTAL HEALTH",N,6,ANC 6E,,,N,,
PUBLIC,STADIUM,N,DGS,DISTRICT OF COLUMBIA,,1056186910,1.89,0,0247,N,847636,3888,*,,,,NATIONAL STADIUM,N,8,ANC 8F,,,N,,
PUBLIC,SPECIAL USE,N,DGS,DISTRICT OF COLUMBIA,,16800050,1.89,0,,N,60086,3550,U,,,,STREET ROW,N,6,ANC 6B,,,N,,
PUBLIC,OFFICE,N,DC WATER,DISTRICT OF COLUMBIA,,33590190,1.89,0,,N,51463,,,,,,DC WATER HEADQUARTERS (2018).  O STREET SEWER PUMPING STATION & FLEET,N,6,ANC 6D,,,N,,
PUBLIC,OFFICE,N,DC WATER,DISTRICT OF COLUMBIA,,8559340,1.77,0,,N,12725,,,,,,DC WATER HEADQUARTERS (2018).  O STREET SEWER PUMPING STATION & FLEET,N,6,ANC 6D,,,N,,
PUBLIC,SPECIAL USE,N,DC WATER,DISTRICT OF COLUMBIA WATER AND SEWER AUTHORITY,,3697500,1.65,0,,N,36250,3892,X,,,,DC WATER STORAGE AND PAINT SHOP.  TOJ FOSET 2008 FOR MEDIUM DENSITY COMMERCIAL & RESIDENTIAL/RIVERFRONT WALKWAY,N,8,ANC 8F,,,N,,
PUBLIC,SPECIAL USE,N,DC WATER,DISTRICT OF COLUMBIA,,13440,1.65,0,,N,2635,3896,T,,,,DC WATER STORAGE AND PAINT SHOP.  TOJ FOSET 2008 FOR MEDIUM DENSITY COMMERCIAL & RESIDENTIAL/RIVERFRONT WALKWAY,N,6,ANC 8F,,,N,,
PUBLIC,SPECIAL USE,N,DC WATER,DISTRICT OF COLUMBIA,,7836100,1.77,0,,N,69119,3896,T,,,,DC WATER STORAGE AND PAINT SHOP.  TOJ FOSET 2008 FOR MEDIUM DENSITY COMMERCIAL & RESIDENTIAL/RIVERFRONT WALKWAY,N,8,ANC 8F,,,N,,
PUBLIC,DOG PARK,N,DPR,DISTRICT OF COLUMBIA,,3267540,0.85,0,,N,5295,208,124,,,,SWAMPOODLE PARK.  NOMA DEVELOPMENT SITE,N,6,ANC 6C,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,37945100,1.89,0,,N,90469,217,9,,,,LOGAN SCHOOL,N,6,ANC 6C,,,N,,
PUBLIC,OFFICE / ANTENNA / ATM,M,CAH/MPTD/CFSA /OCTO/OAG,DISTRICT OF COLUMBIA,,134180210,1.89,0,,N,91771,205,34,,,,"COMMISSION ON THE ARTS & HUMANITIES/OFFICE OF MOTION PICTURE & TELEVISION DEVELOPMENT/CHILD FAMILY SERVICES AGAENCY/OFFICE OF THE CHIEF TECHNOLOGY OFFICER.  Access Commence = 3/19/2019, Expiration = 3/12/2029  MULTIPLE AGENCIES.",N,8,ANC 8F,5/13/2010,5/30/2032,LEASE / LICENSE,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,15552080,1.89,0,017B,N,23335,148 & 158,106 & 50,,,,CANAL PARK NORTH BLOCK.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,8,ANC 8F,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,16611100,1.89,0,017C,N,24924,148 & 158,106 & 50,,,,CANAL PARK C.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,8,ANC 8F,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,20240030,1.89,0,017D,N,30368,148 & 158,106 & 50,,,,CANAL PARK D / ICE SKATING / WATER FOUNTAIN.  TRANSFER OF JURISDICTION (TOJ) FOR PARK & RECREATION PURPOSES,N,8,ANC 8F,,,N,,
PUBLIC,PARK,N,DPR,DISTRICT OF COLUMBIA,,717010,1.65,0,,N,2128,3860,S,,,,YARDS PARK,N,6,ANC 8F,,,N,,
PUBLIC,PUMPING STATION,N,DC WATER,UNITED STATES OF AMERICA,,52547670,1.89,165375.36,,N,72177,3894,C,,,,MAIN SEWERAGE PUMPING STATION,N,8,ANC 8F,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,20082510,1.89,0,,N,48282,205,176,,,,BRENT ELEMENTARY,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC SCHOOL / ANTENNA,Y,DCPS,DISTRICT OF COLUMBIA,,26613740,1.89,0,,N,73139,714,*,,,,STUART-HOBSON MIDDLE SCHOOL,N,6,ANC 6C,1/14/2005,1/14/2020,NEXTEL COMMUNIC3836.0800,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,13526260,1.89,0,,N,30606,3455,B,,,,PEABODY ELEMENTARY SCHOOL,N,6,ANC 6C,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,12914060,0.85,0,,N,13300,"3822,3826,&3834","S,Y,&E",,,,CARROL APARTMENTS,N,8,ANC 8F,,,N,,
PUBLIC,SENIOR WELLNESS,N,DACL,DISTRICT OF COLUMBIA,,5714060,1.77,0,,N,22902,3678,T,,,,HAYES SENIOR WELLNESS CENTER,N,6,ANC 6C,,,N,,
PUBLIC,POLICE STATION,N,MPD,DISTRICT OF COLUMBIA,,4509300,1.65,0,,N,,3,845,,,,1ST DISTRICT SUBSTATION,N,6,ANC 6B,,,N,,
PUBLIC,PARK,N,DPR,UNITED STATES OF AMERICA,,1818050,1.65,0,019A,N,10492,152 & 155,133 & 177,,,,JOY EVANS PARK / LINCOLN CAPPER GROUNDS.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 8F,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,0,0,0,,N,48994,3384,R,,,,VAN NESS ELEMENTARY SCHOOL,N,6,ANC 8F,,,N,,
PUBLIC,PARK / POOL,Y,DPR,UNITED STATES OF AMERICA,,9299460,1.77,0,019A,N,33280,152 & 155,133 & 177,,,,JOY EVANS PARK / LINCOLN CAPPER CHILDRENS POOL,N,8,ANC 8F,1/27/2018,,N/A,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,35952940,1.89,0,,N,118794,3469,V,,,,J.O. WILSON ELEMENTARY,N,6,ANC 6C,,,N,,
PUBLIC,SHELTER,N,DHS,DISTRICT OF COLUMBIA,,6828290,1.77,0,,N,22018,,,,,,BLAIR HOUSE EMERGENCY FAMILY SHELTER,N,6,ANC 6C,,,N,,
PUBLIC,PUBLIC SCHOOL,N,DCPS,DISTRICT OF COLUMBIA,,28133590,1.89,0,,N,117758,3598,R,,,,LUDLOW-TAYLOR ELEMENTARY,N,6,ANC 6C,,,N,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,9029110,1.77,0,,N,9191,,,,,,NORTHEAST  LIBRARY,N,6,ANC 6C,,,N,,
PUBLIC,RECREATION CENTER / ATM / RETAIL,M,DPR,DISTRICT OF COLUMBIA,,29183400,1.89,0,,N,74496,,,,,,"RUMSEY AQUATIC CENTER / EASTERN MARKET. Multiple Vendors Commence = 8/22/2007,Expiration = 3/31/2024;DMM Commence = 5/17/2015,Expiration = 1/3/2024;MP Commence = 10/19/2017, Expiration = 10/18/2027;H LLC Commence = 10/16/2019, Expiration = 10/15/2029",N,6,ANC 6B,8/21/2007,1/30/2031,LEASE / SUBLEASE,,
PUBLIC,LIBRARY,N,DCPL,DISTRICT OF COLUMBIA,,3654840,1.65,0,,N,6431,,,,,,SOUTHEAST BRANCH LIBRARY,N,6,ANC 6B,,,N,,
PUBLIC,COMMUNITY CENTER,Y,DGS,DISTRICT OF COLUMBIA,,1752020,1.65,0,,N,3163,,,,,,CAPITOL HILL ARTS WORKSHOP / COMMUNITY CENTER,N,6,ANC 6B,5/9/2022,5/30/2042,N/A / LEASE,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,2801300,0.85,0,,N,23501,3799,A,,,,TOWNHOMES ON CAPITOL HILL.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,7786440,0.85,0,,N,77561,,,,,,TOWNHOMES ON CAPITOL HILL.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,1026520,0.85,0,,N,6709,,,,,,TOWNHOMES ON CAPITOL HILL.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4559610,1.65,0,,N,8906,,,,,,TOWNHOMES ON CAPITOL HILL,N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC HOUSING,N,DCHA,DISTRICT OF COLUMBIA HOUSING AUTHORITY,,4041720,0.85,0,,N,44616,,,,,,TOWNHOMES ON CAPITOL HILL.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,COMMUNITY CENTER GROUNDS,N,DPR,UNITED STATES OF AMERICA,,18710190,1.89,0,,N,52730,3818,C,,,,CAPPER COMMUNITY CENTER GROUNDS,N,6,ANC 6D,,,N,,
PUBLIC,COMMUNITY CENTER / SCHOOL,Y,DPR,UNITED STATES OF AMERICA,,72487330,1.89,0,,N,142364,197,128,,,,LINCOLN PLAYGROUND / CAPPER COMMUNITY CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES.  Toddlers On The Hill LLC  ,N,8,ANC 8F,8/12/2019,7/30/2029,TRIPLE NET / LEASE,,
PUBLIC,DEVELOPMENT SITE,N,DGS,DISTRICT OF COLUMBIA,,163825440,0,1720616.12,,N,107836,3860,V,,,,JAMESTOWN - HINES MIXED-USED REDEVELOPMENT.  MULTIPLE ADDRESSES,N,6,ANC 6B,,,N,,
PUBLIC,PARK / SPECIAL USE,N,DDOT,DISTRICT OF COLUMBIA,,,,,,N,49606,158,2,,,,WINSTON PARK.  LAND SET ASIDE FOR PUBLIC HIGHWAY (695:  SOUTHEAST FREEWAY),N,6,ANC 6B,,,N,,
PUBLIC,FIRE STATION,N,DCFEMS,DISTRICT OF COLUMBIA,,2620200,1.65,0,,N,5535,3522,C,,,,ENGINE 18 FIRE STATION,N,6,ANC 6B,,,N,,
PUBLIC,PARK / SPECIAL USE,N,DDOT,DISTRICT OF COLUMBIA,,,,,,N,37366,158,2,,,,LAND SET ASIDE FOR PUBLIC HIGHWAY (695:  SOUTHEAST FREEWAY),N,6,ANC 6B,,,N,,
PUBLIC,PUBLIC SCHOOL / RECREATION CENTER,N,DCPS / DPR,DISTRICT OF COLUMBIA,UNITED STATES OF AMERICA,23451790,1.89,0,0552,N,111240,219,109,,,,GODING ELEMENTARY & SHERWOOD RECREATION CENTER.  TRANSFER OF JURISDICTION (TOJ) FOR RECREATION PURPOSES,N,6,ANC 6A,,,N,,
